lng,lat,date,customdate,time,customtime,crime,location,region,province,modus,crimetype,station,moduscode,date_com,datechar
121.049,14.7371,2018-08-07,"Tue - Aug 7, 2018",15:30:00,3:30:PM,THEFT,"Kaligayahan, Fairview, Quezon City, NCR",130000000,137700000,Qualified Theft,10,Police Station 05 Fairview,mc66,0000-00-00,Tue - Aug 
121.059,14.6432,2018-08-10,"Fri - Aug 10, 2018",17:00:00,5:00:PM,THEFT,"Teachers Village East, Quirino, Quezon City, NCR",130000000,137700000,Qualified Theft,10,Police Station 09 Quirino,mc66,0000-00-00,Fri - Aug 
121.06,14.739,2018-08-12,"Sun - Aug 12, 2018",17:00:00,5:00:PM,Drug Related Incident (RA 9165),"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 05 Fairview,mc00,0000-00-00,Sun - Aug 
121.074,14.7082,2018-08-12,"Sun - Aug 12, 2018",17:18:00,5:18:PM,Vehicular Traffic Accident,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Sun - Aug 
121.038,14.651,2018-08-12,"Sun - Aug 12, 2018",17:45:00,5:45:PM,Drug Related Incident (RA 9165),"Bagong Pag-Asa, Baler, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 02 Masambong,mc00,0000-00-00,Sun - Aug 
121.038,14.6513,2018-08-12,"Sun - Aug 12, 2018",17:00:00,5:00:PM,Drug Related Incident (RA 9165),"Bagong Pag-Asa, Baler, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 02 Masambong,mc00,0000-00-00,Sun - Aug 
121.069,14.7065,2018-08-11,"Sat - Aug 11, 2018",15:30:00,3:30:PM,Vehicular Traffic Accident,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Sat - Aug 
121.069,14.7043,2018-08-11,"Sat - Aug 11, 2018",12:00:00,12:00:PM,Vehicular Traffic Accident,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Sat - Aug 
121.078,14.7048,2018-08-07,"Tue - Aug 7, 2018",11:30:00,11:30:AM,Vehicular Traffic Accident,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Tue - Aug 
121.06,14.6995,2018-08-12,"Sun - Aug 12, 2018",14:20:00,2:20:PM,Vehicular Traffic Accident,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Sun - Aug 
121.051,14.6199,2018-08-11,"Sat - Aug 11, 2018",17:20:00,5:20:PM,THEFT,"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Pick-Pocketing,10,Police Station 07 Cubao,mc13,0000-00-00,Sat - Aug 
121.06,14.6196,2018-08-12,"Sun - Aug 12, 2018",01:00:00,1:00:AM,PHYSICAL INJURIES,"San Roque, Cubao, Quezon City, NCR",130000000,137700000,Mauling,6,Police Station 07 Cubao,mc92,0000-00-00,Sun - Aug 
121.05,14.6189,2018-08-12,"Sun - Aug 12, 2018",02:00:00,2:00:AM,PHYSICAL INJURIES,"San Martin De Porres, Cubao, Quezon City, NCR",130000000,137700000,Mauling,6,Police Station 07 Cubao,mc92,0000-00-00,Sun - Aug 
121.064,14.7068,2018-08-12,"Sun - Aug 12, 2018",14:00:00,2:00:PM,Vehicular Traffic Accident,"North Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Sun - Aug 
121.051,14.624,2018-07-10,"Tue - Jul 10, 2018",16:00:00,4:00:PM,THEFT,"E. Rodriguez, Cubao, Quezon City, NCR",130000000,137700000,Plain Theft,10,Police Station 07 Cubao,mc28,0000-00-00,Tue - Jul 
121.052,14.6174,2018-08-08,"Wed - Aug 8, 2018",10:40:00,10:40:AM,Vehicular Traffic Accident,"Kaunlaran, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Wed - Aug 
121.037,14.6122,2018-08-08,"Wed - Aug 8, 2018",10:00:00,10:00:AM,Vehicular Traffic Accident,"Valencia, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Wed - Aug 
121.053,14.6114,2018-08-08,"Wed - Aug 8, 2018",16:00:00,4:00:PM,Vehicular Traffic Accident,"Bagong Lipunan Ng Crame, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Wed - Aug 
121.054,14.6137,2018-08-06,"Mon - Aug 6, 2018",10:00:00,10:00:AM,Vehicular Traffic Accident,"Bagong Lipunan Ng Crame, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Mon - Aug 
121.045,14.6184,2018-08-07,"Tue - Aug 7, 2018",07:30:00,7:30:AM,Vehicular Traffic Accident,"Kaunlaran, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Tue - Aug 
121.044,14.619,2018-08-10,"Fri - Aug 10, 2018",13:20:00,1:20:PM,Vehicular Traffic Accident,"Kaunlaran, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Fri - Aug 
121.05,14.6203,2018-08-10,"Fri - Aug 10, 2018",17:32:00,5:32:PM,Vehicular Traffic Accident,"San Martin De Porres, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Fri - Aug 
121.046,14.6168,2018-08-09,"Thu - Aug 9, 2018",13:00:00,1:00:PM,Vehicular Traffic Accident,"San Martin De Porres, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Thu - Aug 
121.045,14.6187,2018-08-10,"Fri - Aug 10, 2018",16:00:00,4:00:PM,Vehicular Traffic Accident,"Kaunlaran, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Fri - Aug 
121.056,14.6079,2018-08-11,"Sat - Aug 11, 2018",10:30:00,10:30:AM,Vehicular Traffic Accident,"Bagong Lipunan Ng Crame, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Sat - Aug 
121.05,14.6189,2018-08-09,"Thu - Aug 9, 2018",10:00:00,10:00:AM,Vehicular Traffic Accident,"San Martin De Porres, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Thu - Aug 
121.044,14.6183,2018-08-10,"Fri - Aug 10, 2018",01:00:00,1:00:AM,Vehicular Traffic Accident,"Valencia, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Fri - Aug 
121.05,14.6093,2018-08-10,"Fri - Aug 10, 2018",00:45:00,12:45:AM,Vehicular Traffic Accident,"Bagong Lipunan Ng Crame, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Fri - Aug 
121.05,14.6218,2018-08-10,"Fri - Aug 10, 2018",05:40:00,5:40:AM,Vehicular Traffic Accident,"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Fri - Aug 
121.051,14.6198,2018-08-09,"Thu - Aug 9, 2018",15:15:00,3:15:PM,Vehicular Traffic Accident,"San Martin De Porres, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Thu - Aug 
121.039,14.616,2018-08-09,"Thu - Aug 9, 2018",07:30:00,7:30:AM,Vehicular Traffic Accident,"Valencia, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Thu - Aug 
121.057,14.6072,2018-08-09,"Thu - Aug 9, 2018",09:50:00,9:50:AM,Vehicular Traffic Accident,"Bagong Lipunan Ng Crame, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Thu - Aug 
121.051,14.6268,2018-08-08,"Wed - Aug 8, 2018",07:30:00,7:30:AM,Vehicular Traffic Accident,"E. Rodriguez, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Wed - Aug 
121.06,14.6263,2018-08-08,"Wed - Aug 8, 2018",12:30:00,12:30:PM,Vehicular Traffic Accident,"Silangan, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Wed - Aug 
121.062,14.6206,2018-08-08,"Wed - Aug 8, 2018",12:40:00,12:40:PM,Vehicular Traffic Accident,"San Roque, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Wed - Aug 
121.057,14.627,2018-08-08,"Wed - Aug 8, 2018",16:40:00,4:40:PM,Vehicular Traffic Accident,"Silangan, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Wed - Aug 
121.051,14.6219,2018-08-10,"Fri - Aug 10, 2018",14:00:00,2:00:PM,Vehicular Traffic Accident,"E. Rodriguez, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Fri - Aug 
121.058,14.627,2018-08-04,"Sat - Aug 4, 2018",12:20:00,12:20:PM,Vehicular Traffic Accident,"Silangan, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Sat - Aug 
121.051,14.6207,2018-08-11,"Sat - Aug 11, 2018",21:26:00,9:26:PM,Vehicular Traffic Accident,"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Sat - Aug 
121.052,14.6174,2018-08-11,"Sat - Aug 11, 2018",20:45:00,8:45:PM,Vehicular Traffic Accident,"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Sat - Aug 
121.058,14.6256,2018-08-11,"Sat - Aug 11, 2018",20:20:00,8:20:PM,Vehicular Traffic Accident,"Silangan, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Sat - Aug 
121.054,14.614,2018-08-11,"Sat - Aug 11, 2018",22:20:00,10:20:PM,Vehicular Traffic Accident,"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Sat - Aug 
121.057,14.6194,2018-08-09,"Thu - Aug 9, 2018",14:30:00,2:30:PM,Vehicular Traffic Accident,"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Thu - Aug 
121.06,14.6263,2018-08-11,"Sat - Aug 11, 2018",14:15:00,2:15:PM,Vehicular Traffic Accident,"San Roque, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Sat - Aug 
121.051,14.6203,2018-08-11,"Sat - Aug 11, 2018",18:13:00,6:13:PM,Vehicular Traffic Accident,"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Sat - Aug 
121.054,14.6196,2018-08-11,"Sat - Aug 11, 2018",10:00:00,10:00:AM,Vehicular Traffic Accident,"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Sat - Aug 
121.054,14.6138,2018-08-07,"Tue - Aug 7, 2018",16:00:00,4:00:PM,Vehicular Traffic Accident,"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Tue - Aug 
121.063,14.6211,2018-08-05,"Sun - Aug 5, 2018",20:45:00,8:45:PM,Vehicular Traffic Accident,"San Roque, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Sun - Aug 
121.059,14.619,2018-08-07,"Tue - Aug 7, 2018",19:30:00,7:30:PM,Vehicular Traffic Accident,"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Tue - Aug 
121.056,14.6068,2018-08-07,"Tue - Aug 7, 2018",16:30:00,4:30:PM,Vehicular Traffic Accident,"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Tue - Aug 
121.054,14.6166,2018-08-05,"Sun - Aug 5, 2018",16:30:00,4:30:PM,Vehicular Traffic Accident,"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Sun - Aug 
121.053,14.6161,2018-08-06,"Mon - Aug 6, 2018",02:20:00,2:20:AM,Vehicular Traffic Accident,"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Mon - Aug 
121.051,14.6203,2018-08-07,"Tue - Aug 7, 2018",09:30:00,9:30:AM,Vehicular Traffic Accident,"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Tue - Aug 
121.048,14.628,2018-08-08,"Wed - Aug 8, 2018",07:30:00,7:30:AM,Vehicular Traffic Accident,"E. Rodriguez, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Wed - Aug 
121.038,14.7145,2018-08-13,"Mon - Aug 13, 2018",00:10:00,12:10:AM,PHYSICAL INJURIES,"Gulod, Novaliches, Quezon City, NCR",130000000,137700000,Shooting,6,Police Station 04 Novaliches,mc93,0000-00-00,Mon - Aug 
121.068,14.6227,2018-08-12,"Sun - Aug 12, 2018",11:35:00,11:35:AM,Drug Related Incident (RA 9165),"Marilag, Project 4, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 08 Project 4,mc00,0000-00-00,Sun - Aug 
121.071,14.6274,2018-08-13,"Mon - Aug 13, 2018",01:30:00,1:30:AM,HOMICIDE,"Marilag, Project 4, Quezon City, NCR",130000000,137700000,Stabbing/Hacking,3,Police Station 08 Project 4,mc38,0000-00-00,Mon - Aug 
121.077,14.6933,2018-08-12,"Sun - Aug 12, 2018",13:00:00,1:00:PM,PHYSICAL INJURIES,"Holy Spirit, Batasan, Quezon City, NCR",130000000,137700000,Stabbing/Hacking,6,Police Station 06 Batasan,mc94,0000-00-00,Sun - Aug 
120.998,14.653,2018-08-12,"Sun - Aug 12, 2018",23:00:00,11:00:PM,ROBBERY,"Balingasa, La Loma, Quezon City, NCR",130000000,137700000,Snatching,8,Police Station 01 La Loma,mc98,0000-00-00,Sun - Aug 
121.094,14.6861,2018-08-12,"Sun - Aug 12, 2018",22:00:00,10:00:PM,RAPE (Art. 266-A RC & R.A.8353),"Batasan Hills, Batasan, Quezon City, NCR",130000000,137700000,Deprived of Reason or Unconcious (Under the Influence of Liquior),7,Police Station 06 Batasan,mc19,0000-00-00,Sun - Aug 
121.07,14.7063,2018-08-11,"Sat - Aug 11, 2018",20:00:00,8:00:PM,Vehicular Traffic Accident,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Sat - Aug 
121.063,14.7084,2018-08-11,"Sat - Aug 11, 2018",23:50:00,11:50:PM,Vehicular Traffic Accident,"North Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Sat - Aug 
121.074,14.7049,2018-08-12,"Sun - Aug 12, 2018",11:30:00,11:30:AM,Vehicular Traffic Accident,"North Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Sun - Aug 
121.036,14.6257,2018-08-12,"Sun - Aug 12, 2018",20:30:00,8:30:PM,PHYSICAL INJURIES,"Kamuning, Kamuning, Quezon City, NCR",130000000,137700000,Mauling,6,Police Station 10 Kamuning,mc92,0000-00-00,Sun - Aug 
121.034,14.6406,2018-08-13,"Mon - Aug 13, 2018",03:50:00,3:50:AM,THEFT,"South Triangle, Kamuning, Quezon City, NCR",130000000,137700000,Plain Theft,10,Police Station 10 Kamuning,mc28,0000-00-00,Mon - Aug 
121.072,14.6465,2018-08-13,"Mon - Aug 13, 2018",16:50:00,4:50:PM,Drug Related Incident (RA 9165),"Loyola Heights, Quirino, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 09 Quirino,mc00,0000-00-00,Mon - Aug 
121.066,14.6145,2018-08-12,"Sun - Aug 12, 2018",23:30:00,11:30:PM,Drug Related Incident (RA 9165),"San Roque, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 07 Cubao,mc00,0000-00-00,Sun - Aug 
121.005,14.619,2018-08-10,"Fri - Aug 10, 2018",09:00:00,9:00:AM,THEFT,"Doña Josefa, Galas, Quezon City, NCR",130000000,137700000,Salisi,10,Police Station 11 Galas,mc12,0000-00-00,Fri - Aug 
121.056,14.6189,2018-08-13,"Mon - Aug 13, 2018",20:30:00,8:30:PM,THEFT,"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Shoplifting,10,Police Station 07 Cubao,mc72,0000-00-00,Mon - Aug 
121.029,14.731,2018-08-13,"Mon - Aug 13, 2018",20:00:00,8:00:PM,PHYSICAL INJURIES,"San Agustin, Novaliches, Quezon City, NCR",130000000,137700000,Mauling,6,Police Station 04 Novaliches,mc92,0000-00-00,Mon - Aug 
121.04,14.7144,2018-08-14,"Tue - Aug 14, 2018",01:30:00,1:30:AM,Drug Related Incident (RA 9165),"Gulod, Novaliches, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 04 Novaliches,mc00,0000-00-00,Tue - Aug 
121.104,14.7069,2018-08-12,"Sun - Aug 12, 2018",23:30:00,11:30:PM,THEFT,"Bagong Silangan, Batasan, Quezon City, NCR",130000000,137700000,Plain Theft,10,Police Station 06 Batasan,mc28,0000-00-00,Sun - Aug 
121.107,14.7112,2018-08-14,"Tue - Aug 14, 2018",02:00:00,2:00:AM,Drug Related Incident (RA 9165),"Payatas, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Tue - Aug 
121.039,14.65,2018-08-14,"Tue - Aug 14, 2018",02:30:00,2:30:AM,Drug Related Incident (RA 9165),"Bagong Pag-Asa, Baler, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 02 Masambong,mc00,0000-00-00,Tue - Aug 
121.038,14.7147,2018-08-14,"Tue - Aug 14, 2018",01:30:00,1:30:AM,ROBBERY,"Gulod, Novaliches, Quezon City, NCR",130000000,137700000,Hold-Up W/ Gun,8,Police Station 04 Novaliches,mc54,0000-00-00,Tue - Aug 
121.03,14.6395,2018-08-11,"Sat - Aug 11, 2018",18:00:00,6:00:PM,Vehicular Traffic Accident,"South Triangle, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Sat - Aug 
121.037,14.6437,2018-08-12,"Sun - Aug 12, 2018",03:00:00,3:00:AM,Vehicular Traffic Accident,"South Triangle, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Sun - Aug 
121.047,14.6278,2018-08-12,"Sun - Aug 12, 2018",17:30:00,5:30:PM,Vehicular Traffic Accident,"Pinagkaisahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Sun - Aug 
121.039,14.631,2018-08-12,"Sun - Aug 12, 2018",22:00:00,10:00:PM,Vehicular Traffic Accident,"Laging Handa, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Sun - Aug 
121.05,14.6214,2018-08-13,"Mon - Aug 13, 2018",01:00:00,1:00:AM,Vehicular Traffic Accident,"Immaculate Concepcion, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Mon - Aug 
121.095,14.701,2018-08-14,"Tue - Aug 14, 2018",09:00:00,9:00:AM,MURDER,"Payatas, Batasan, Quezon City, NCR",130000000,137700000,Stabbing/Hacking,2,Police Station 06 Batasan,mc90,0000-00-00,Tue - Aug 
121.04,14.6256,2018-08-12,"Sun - Aug 12, 2018",22:00:00,10:00:PM,Vehicular Traffic Accident,"Kamuning, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Sun - Aug 
121.051,14.6945,2018-08-14,"Tue - Aug 14, 2018",15:00:00,3:00:PM,Drug Related Incident (RA 9165),"Sauyo, Novaliches, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 04 Novaliches,mc00,0000-00-00,Tue - Aug 
121.034,14.6352,2018-08-13,"Mon - Aug 13, 2018",21:00:00,9:00:PM,ANTI-CARNAPPING ACT (R.A. 6539) MC,"South Triangle, Kamuning, Quezon City, NCR",130000000,137700000,Swpu (Stolen While Parked),366,Police Station 10 Kamuning,mc86,0000-00-00,Mon - Aug 
121.069,14.6803,2018-08-13,"Mon - Aug 13, 2018",21:30:00,9:30:PM,Drug Related Incident (RA 9165),"Pasong Tamo, Talipapa, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 03 Talipapa,mc00,0000-00-00,Mon - Aug 
121.056,14.6336,2018-08-13,"Mon - Aug 13, 2018",17:30:00,5:30:PM,THEFT,"Pinyahan, Kamuning, Quezon City, NCR",130000000,137700000,Plain Theft,10,Police Station 10 Kamuning,mc28,0000-00-00,Mon - Aug 
121.05,14.6468,2018-08-12,"Sun - Aug 12, 2018",20:00:00,8:00:PM,Vehicular Traffic Accident,"Central, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Sun - Aug 
121.011,14.622,2018-08-13,"Mon - Aug 13, 2018",23:30:00,11:30:PM,Drug Related Incident (RA 9165),"Tatalon, Galas, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 11 Galas,mc00,0000-00-00,Mon - Aug 
121.034,14.6132,2018-08-13,"Mon - Aug 13, 2018",18:45:00,6:45:PM,PHYSICAL INJURIES,"Valencia, Cubao, Quezon City, NCR",130000000,137700000,Mauling,6,Police Station 07 Cubao,mc92,0000-00-00,Mon - Aug 
121.013,14.628,2018-08-13,"Mon - Aug 13, 2018",13:45:00,1:45:PM,ANTI-CARNAPPING ACT (R.A. 6539) MV,"Tatalon, Galas, Quezon City, NCR",130000000,137700000,Ftr (Failed to Return),27,Police Station 11 Galas,mc77,0000-00-00,Mon - Aug 
121.053,14.6219,2018-08-14,"Tue - Aug 14, 2018",21:30:00,9:30:PM,THEFT,"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Shoplifting,10,Police Station 07 Cubao,mc72,0000-00-00,Tue - Aug 
121.065,14.7038,2018-08-14,"Tue - Aug 14, 2018",03:00:00,3:00:AM,PHYSICAL INJURIES,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Stabbing/Hacking,6,Police Station 05 Fairview,mc94,0000-00-00,Tue - Aug 
121.056,14.7297,2018-08-13,"Mon - Aug 13, 2018",08:30:00,8:30:AM,Vehicular Traffic Accident,"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Mon - Aug 
121.048,14.7342,2018-08-13,"Mon - Aug 13, 2018",10:35:00,10:35:AM,Vehicular Traffic Accident,"Kaligayahan, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Mon - Aug 
121.042,14.7286,2018-08-13,"Mon - Aug 13, 2018",18:00:00,6:00:PM,Vehicular Traffic Accident,"Kaligayahan, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Mon - Aug 
121.06,14.7356,2018-08-12,"Sun - Aug 12, 2018",18:00:00,6:00:PM,Vehicular Traffic Accident,"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Sun - Aug 
121.069,14.7356,2018-08-13,"Mon - Aug 13, 2018",19:15:00,7:15:PM,Vehicular Traffic Accident,"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Mon - Aug 
121.053,14.7056,2018-08-13,"Mon - Aug 13, 2018",20:50:00,8:50:PM,Vehicular Traffic Accident,"Santa Lucia, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Mon - Aug 
121.047,14.7309,2018-08-13,"Mon - Aug 13, 2018",23:30:00,11:30:PM,Vehicular Traffic Accident,"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Mon - Aug 
121.061,14.7202,2018-08-14,"Tue - Aug 14, 2018",10:47:00,10:47:AM,Vehicular Traffic Accident,"Greater Lagro, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Tue - Aug 
121.047,14.7309,2018-08-10,"Fri - Aug 10, 2018",16:00:00,4:00:PM,Vehicular Traffic Accident,"Kaligayahan, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Fri - Aug 
121.061,14.7353,2018-08-14,"Tue - Aug 14, 2018",06:45:00,6:45:AM,Vehicular Traffic Accident,"Greater Lagro, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Tue - Aug 
121.056,14.7298,2018-08-13,"Mon - Aug 13, 2018",10:30:00,10:30:AM,Vehicular Traffic Accident,"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Mon - Aug 
121.028,14.6479,2018-08-14,"Tue - Aug 14, 2018",23:50:00,11:50:PM,ROBBERY,"Paltok, Baler, Quezon City, NCR",130000000,137700000,Hold Up,8,Police Station 02 Masambong,mc8,0000-00-00,Tue - Aug 
121.098,14.6866,2018-08-15,"Wed - Aug 15, 2018",00:40:00,12:40:AM,MURDER,"Batasan Hills, Batasan, Quezon City, NCR",130000000,137700000,Shooting,2,Police Station 06 Batasan,mc89,0000-00-00,Wed - Aug 
121.095,14.7091,2018-08-15,"Wed - Aug 15, 2018",00:15:00,12:15:AM,Drug Related Incident (RA 9165),"Payatas, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Wed - Aug 
121.042,14.6361,2018-08-14,"Tue - Aug 14, 2018",13:00:00,1:00:PM,THEFT,"South Triangle, Kamuning, Quezon City, NCR",130000000,137700000,Qualified Theft,10,Police Station 10 Kamuning,mc66,0000-00-00,Tue - Aug 
